,title,description,topic,,
595,Ukraine tuyên bố kiểm soát hoàn toàn thành phố miền đông ,"Tổng thống Ukraine tuyên bố quân đội nước này tái kiểm soát hoàn toàn thành phố Lyman ở tỉnh miền đông Donetsk, sau khi lực lượng Nga rút lui.",the-gioi,,
596,Indonesia đính chính thông tin số người chết trong vụ giẫm đạp ,"Lãnh đạo tỉnh Đông Java đính chính thông tin số người chết trong vụ giẫm đạp tại Malang là 125 người, thay vì 174 do thống kê nhầm.",the-gioi,,
597,Tòa Hiến pháp Nga công nhận hiệp ước sáp nhập 4 tỉnh Ukraine ,"Tòa án Hiến pháp Nga công nhận các hiệp ước do Tổng thống Putin ký với lãnh đạo 4 tỉnh Ukraine là hợp hiến, mở đường cho quốc hội phê chuẩn.",the-gioi,,
598,Vụ giẫm đạp tại sân vận động Indonesia diễn ra thế nào ,"Khi các cổ động viên tràn xuống sân vì đội nhà thua trận, lực lượng an ninh đã phản ứng bằng hơi cay, khiến đám đông hỗn loạn, giẫm đạp lên nhau.",the-gioi,,
599,Mỹ nói Nga 'tiến thoái lưỡng nan' khi để mất Lyman ,"Bộ trưởng Quốc phòng Mỹ Austin cho biết việc Ukraine giành lại thành phố miền đông Lyman sẽ khiến Nga thêm khó khăn và rơi vào thế ""tiến thoái lưỡng nan"".",the-gioi,,
600,Nổ lớn do tai nạn máy bay tại căn cứ không quân Nga ở Crimea ,"Một vụ nổ lớn được ghi nhận tại căn cứ không quân Belbek của Nga trên bán đảo Crimea hôm 1/10, tạo ra cột khói đen có thể nhìn thấy từ xa.",the-gioi,,
601,Ông Tập cảnh báo Trung Quốc đối mặt 'khó khăn lớn' ,"Ông Tập kêu gọi các đảng viên đảng Cộng sản Trung Quốc tập trung vào ""sứ mệnh lịch sử"" của họ và chuẩn bị cho ""những khó khăn lớn"" phía trước.",the-gioi,,
602,"Mỹ, Nhật, Australia tăng hợp tác quân sự đối phó Trung Quốc ","Bộ trưởng Quốc phòng Mỹ, Australia và Nhật Bản ngày 1/10 thống nhất thúc đẩy hợp tác quân sự nhằm đối trọng với Trung Quốc.",the-gioi,,
603,Vụ giẫm đạp khiến 125 người chết ở sân vận động Indonesia,"Hàng nghìn người tràn xuống sân Kanjuruhan sau khi đội nhà bị thua, dẫn đến bạo loạn và giẫm đạp, khiến 125 người thiệt mạng.",the-gioi,,
604,Gia nhập NATO - ước muốn khó thành của Ukraine ,"Ukraine ký đơn xin gia nhập nhanh vào NATO như một cách đáp trả sau khi Nga sáp nhập 4 tỉnh, nhưng mong muốn của Kiev khó thành hiện thực.",the-gioi,,
605,Lãnh đạo Chechnya khuyên Nga dùng vũ khí hạt nhân ở Ukraine ,Lãnh đạo Chechnya Ramzan Kadyrov nói rằng Nga nên cân nhắc sử dụng vũ khí hạt nhân quy mô nhỏ ở Ukraine sau hàng loạt thất bại trên chiến trường.,the-gioi,,
606,"Giẫm đạp trong trận bóng đá, ít nhất 125 người chết ",IndonesiaÍt nhất 125 người thiệt mạng sau khi bạo loạn nổ ra dẫn tới giẫm đạp tại một trận đấu bóng đá ở tỉnh Đông Java tối 1/10.,the-gioi,,
607,Bộ trưởng Quốc phòng Đức thăm Ukraine ,"Bộ trưởng Quốc phòng Đức Christine Lambrecht ngày 1/10 có chuyến thăm bất ngờ đến Ukraine, lần đầu tiên kể từ khi Nga phát động chiến dịch quân sự ở nước này.",the-gioi,,
608,Tạp chí Hàn công bố thư trao đổi nghi của ông Trump và ông Kim ,Tạp chí về đối ngoại và an ninh công khai 27 bức thư ông Trump đã trao đổi với Chủ tịch Triều Tiên Kim Jong-un vào năm 2018 - 2019.,the-gioi,,
609,"Thổ Nhĩ Kỳ lại dọa chặn Thụy Điển, Phần Lan vào NATO ",Tổng thống Erdogan lặp lại cảnh cáo ngăn Thụy Điển và Phần Lan gia nhập NATO nếu hai nước Bắc Âu không giữ đúng cam kết.,the-gioi,,
610,Nga dừng cung cấp khí đốt cho Italy ,Tập đoàn năng lượng Italy nói đối tác Nga dừng cung cấp khí đốt vì rắc rối với công ty quản lý đường ống ở Áo.,the-gioi,,
611,Tòa Hiến pháp Nga nhận đề nghị sáp nhập 4 vùng Ukraine ,Tòa án Hiến pháp Nga chấp nhận đề nghị từ Tổng thống Putin về đánh giá tính hợp hiến của các hiệp ước sáp nhập 4 vùng lãnh thổ Ukraine.,the-gioi,,
612,Nga rút quân khỏi thành phố chiến lược ,"Bộ Quốc phòng Nga thông báo rút khỏi Lyman, thành phố chiến lược tại tỉnh Donetsk ở miền đông, khi lực lượng Ukraine phản công tại đây.",the-gioi,,
613,Mỹ nêu cách phản ứng nếu Triều Tiên thử hạt nhân ,"Các quan chức quân sự Mỹ nói việc Bình Nhưỡng thử hạt nhân sẽ ""thay đổi cục diện"" và Washington sẵn sàng phản ứng trên nhiều phương diện.",the-gioi,,
614,Ngân hàng Thế giới hỗ trợ 530 triệu USD cho Ukraine ,Ngân hàng Thế giới công bố gói hỗ trợ mới 530 triệu USD để giải quyết những nhu cầu cấp thiết ở Ukraine do chiến sự.,the-gioi,,
615,Cách châu Âu chuẩn bị cho mùa đông cận kề ,"Châu Âu gấp rút thực hiện loạt biện pháp đối phó khủng hoảng năng lượng như áp giá trần điện hay kêu gọi tiết kiệm, khi mùa đông lạnh giá tới gần.",the-gioi,,
616,Thủy thủ bị tố đốt tàu chiến Mỹ được trắng án ,"Tòa án quân sự Mỹ thông báo Ryan Mays, thủy thủ bị tố đốt tàu đổ bộ USS Bonhomme Richard, được trắng án.",the-gioi,,
617,Ông Medvedev cảnh báo Thế chiến III ,"Cựu tổng thống Nga nói rằng nỗ lực xin gia nhập liên minh quân sự NATO của Ukraine sẽ ""đẩy nhanh quá trình bắt đầu Thế chiến III"".",the-gioi,,
618,Ukraine tuyên bố bao vây hàng nghìn quân Nga tại thành phố miền đông ,"Kiev cho hay quân đội Ukraine đang bao vây hàng nghìn binh lính Nga tại Lyman, thành phố rất quan trọng với lực lượng của Moskva, ở miền đông Ukraine.",the-gioi,,
619,Người Trung Quốc ngại đi lại trong Tuần lễ Vàng ,"Tuần lễ Vàng, kỳ nghỉ quốc khánh 7 ngày ở Trung Quốc, năm nay không sôi động như những năm trước khi nhiều người chọn ở nhà thay vì đi du lịch.",the-gioi,,
620,Quốc gia Trung Mỹ cắt quan hệ với Hà Lan ,"Chính phủ Nicaragua tuyên bố cắt quan hệ ngoại giao với Hà Lan, cáo buộc quốc gia châu Âu ""theo chủ nghĩa can thiệp và thực dân kiểu mới"".",the-gioi,,
621,Ukraine nói tổng giám đốc nhà máy Zaporizhzhia bị bắt ,"Công ty Energoatom của Ukraine nói rằng lực lượng tuần tra Nga đã bắt tổng giám đốc nhà máy điện hạt nhân Zaporizhzhia, nơi Moskva đang kiểm soát.",the-gioi,,
622,Trung Quốc tranh luận về chính sách mở cửa kinh tế ,"Dư luận Trung Quốc dấy lên tranh luận về lựa chọn tiếp tục đóng hay mở cửa kinh tế, sau gần ba năm nước này theo đuổi chiến lược ""Không Covid"".",the-gioi,,
623,Hàn Quốc cảnh báo 'đáp trả quyết liệt' Triều Tiên ,Tổng thống Yoon Su-yeol cho biết Hàn Quốc và Mỹ sẽ trả đũa quyết liệt và áp đảo nếu Triều Tiên tìm cách sử dụng vũ khí hạt nhân.,the-gioi,,
624,Nga phủ quyết văn kiện LHQ lên án sáp nhập lãnh thổ Ukraine ,"Nga phủ quyết dự thảo nghị quyết Hội đồng Bảo an lên án Moskva sáp nhập lãnh thổ Ukraine, trong khi Trung Quốc, Ấn Độ bỏ phiếu trắng.",the-gioi,,
625,Bão Ian có thể khiến Mỹ thiệt hại hàng chục tỷ USD ,"Bão Ian tàn phá nhà cửa, cơ sở hạ tầng ở Florida, dự kiến gây thiệt hại hàng chục tỷ USD và kéo giảm tăng trưởng kinh tế Mỹ.",the-gioi,,
626,"Đấu súng tại Iran, 19 người chết ","Đọ súng dữ dội tại tỉnh Sistan-Baluchestan ở đông nam Iran khiến 19 người thiệt mạng, nhưng chưa rõ có liên quan đến loạt vụ biểu tình hay không.",the-gioi,,
627,Tổng lãnh sự quán Nga ở New York bị tạt sơn ,"MỹTổng lãnh sự quán Nga ở khu Manhattan, thành phố New York bị tạt sơn đỏ, cùng ngày Moskva sáp nhập 4 tỉnh của Ukraine.",the-gioi,,
628,Nga tăng viện cho thành phố bị Ukraine bao vây ,"Lãnh đạo phe ly khai tại tỉnh Donetsk thông báo lực lượng tăng viện đã được điều đến thành phố Lyman, nơi đang bị quân đội Ukraine khép vòng vây.",the-gioi,,
629,Nga nói Mỹ hưởng lợi khi Nord Stream bị phá hoại ,"Đại sứ Nga tại LHQ cho rằng Mỹ hưởng lợi nhiều từ bán khí đốt sau khi Nord Stream bị phá hoại, nhưng không nói Washington là thủ phạm.",the-gioi,,
630,Mỹ nói chưa đến lúc kết nạp Ukraine vào NATO ,"Mỹ cho rằng nỗ lực gia nhập NATO của Ukraine nên được thực hiện ""vào thời điểm khác"", ngay sau khi ông Zelensky ký đơn xin vào liên minh.",the-gioi,,
631,Quan chức thân Nga thiệt mạng trong vụ tập kích ở Kherson ,Phó lãnh đạo an ninh chính quyền Kherson thân Nga Katerinichev thiệt mạng sau vụ không kích bằng hệ thống pháo phản lực HIMARS.,the-gioi,,
632,Nord Stream nghi bị cài thuốc nổ mạnh tương đương hàng trăm kg TNT ,Giới chức Thụy Điển và Đan Mạch nhận định 4 vụ nổ gây rò rỉ hai tuyến đường ống Nord Stream có sức công phá tương đương hàng trăm kg TNT.,the-gioi,,
633,Triều Tiên có thể phóng thêm hai tên lửa đạn đạo ,Cảnh sát biển Nhật Bản thông báo Triều Tiên dường như đã phóng hai tên lửa đạn đạo vào vùng biển phía đông bán đảo.,the-gioi,,
634,Tổng thống Biden: Mỹ và đồng minh sẽ không bị ông Putin hăm dọa ,"Ông Biden tuyên bố Mỹ và NATO sẽ không bị Tổng thống Nga đe dọa, cảnh báo thêm rằng liên minh sẽ bảo vệ từng tấc đất lãnh thổ.",the-gioi,,
635,Tương lai chiến sự Ukraine khi Nga sáp nhập 4 vùng lãnh thổ ,"Việc Nga sáp nhập 4 tỉnh Ukraine khiến chiến sự trở nên khó lường hơn, khi Kiev quyết giành lại lãnh thổ, còn Moskva đe dọa dùng vũ khí hạt nhân.",the-gioi,,
636,Đài Loan biên chế tàu đổ bộ mới ,Lực lượng phòng vệ Đài Loan biên chế tàu đổ bộ với lượng giãn nước hơn 10.000 tấn do hòn đảo tự đóng nhằm nâng cao năng lực phòng thủ.,the-gioi,,
637,Ukraine nộp đơn xin gia nhập NATO ,"Tổng thống Zelensky ký đơn xin gia nhập NATO và yêu cầu liên minh nhanh chóng kết nạp Ukraine, sau khi Nga sáp nhập 4 tỉnh nước này.",the-gioi,,
638,Nhiều nước lên án Nga sáp nhập 4 tỉnh Ukraine ,"Lãnh đạo EU, Mỹ và nhiều nước châu Âu chỉ trích quyết định sáp nhập 4 tỉnh Ukraine của Tổng thống Putin, gọi đây là hành động ""bất hợp pháp"".",the-gioi,,
639,Ông Putin thông báo sáp nhập 4 tỉnh Ukraine ,"Tổng thống Putin tuyên bố sáp nhập 4 tỉnh Ukraine dựa trên lựa chọn của người dân tại đây, tuyên bố họ là ""công dân vĩnh viễn"" của nước này.",the-gioi,,
640,Phe ly khai nói Ukraine khép vòng vây thành phố miền đông ,"Lãnh đạo phe ly khai tại tỉnh Donetsk cho biết quân đội Ukraine ""khép vòng vây"" thành phố Lyman, nơi lực lượng Nga đang kiểm soát.",the-gioi,,
641,"Đánh bom tự sát trong lớp học Kabul, 19 người chết ","AfghanistanVụ đánh bom tự sát trong lớp học hàng trăm người ở thủ đô Kabul khiến ít nhất 19 người chết, chủ yếu là nữ sinh.",the-gioi,,
642,Nhà điều hành nói chưa rõ thời gian sửa được Nord Stream ,Công ty vận hành đường ống Nord Stream cho biết chưa thể đánh giá ngay thiệt hại nên không thể dự đoán thời gian khôi phục.,the-gioi,,
643,Hàn Quốc xây kho dự trữ xử lý khủng hoảng kim chi ,"Chính phủ Hàn Quốc quyết định xây dựng thêm hai cơ sở lưu trữ cải thảo khổng lồ, nhằm đối phó với cuộc khủng hoảng kim chi hiện tại.",the-gioi,,
644,Anh chỉ trích Nga vi phạm luật quốc tế ,"Thủ tướng Anh Liz Truss chỉ trích Nga vi phạm luật quốc tế khi sáp nhập 4 vùng lãnh thổ Ukraine, tuyên bố sẽ không chấp nhận điều này.",the-gioi,,
645,Nga nói có bằng chứng 'phương Tây phá hoại Nord Stream' ,Lãnh đạo tình báo đối ngoại Nga cho biết Moskva có bằng chứng cho thấy phương Tây liên quan đến vụ rò rỉ trên đường ống khí đốt Nord Stream.,the-gioi,,
646,Áo mong muốn tăng hợp tác với Việt Nam ,"Chính phủ Áo coi trọng vai trò của Việt Nam ở khu vực, mong muốn tăng cường hợp tác khi trao đổi với Bộ trưởng Ngoại giao Bùi Thanh Sơn.",the-gioi,,
647,Thủ tướng Thái Lan được tiếp tục nhiệm kỳ ,"Tòa Hiến pháp Thái Lan cho rằng nhiệm kỳ của Thủ tướng Prayuth Chan-ocha chưa vượt quá giới hạn 8 năm, cho phép ông tiếp tục đảm nhiệm chức vụ.",the-gioi,,
648,Mỹ sắp lập bộ chỉ huy cấp vũ khí cho Ukraine ,"Lầu Năm Góc đang xây dựng bộ chỉ huy quân sự phụ trách khu vực Ukraine, nhằm điều phối quy trình huấn luyện và viện trợ vũ khí cho Kiev.",the-gioi,,
649,Đức cảnh báo tình hình năng lượng 'cực kỳ căng thẳng' ,"Bộ trưởng Kinh tế Đức cảnh báo tình hình nguồn cung năng lượng nước này""cực kỳ căng thẳng"", dù đã thiết lập một lá chắn phòng vệ 200 tỷ euro.",the-gioi,,
650,"Ukraine tố Nga pháo kích đoàn xe dân sự, 23 người chết ","Thống đốc tỉnh Zaporizhzhia thuộc chính quyền Ukraine tố Nga pháo kích đoàn xe chở dân thường, khiến ít nhất 23 người chết và 28 người bị thương.",the-gioi,,
651,Phá cửa ôtô cứu người mắc kẹt trong nước lũ Florida ,"MỹLực lượng cứu hộ thành phố Naples đập vỡ cửa kính ôtô để đưa người mắc kẹt ra ngoài, khi nước lũ trong bão Ian dâng cao đến eo.",the-gioi,,
652,14 lính Mexico tử nạn do trực thăng hết xăng ,Mexico xác định trực thăng quân sự rơi khiến 14 người chết ở Sinaloa hồi tháng 7 là do cạn nhiên liệu sau chiến dịch truy bắt trùm ma tuý.,the-gioi,,
653,Nga nói NATO từng tập trận gần điểm rò rỉ Nord Stream ,Quan chức Nga nói rằng NATO hồi tháng 7 đã tập trận với thiết bị lặn sâu gần vị trí rò rỉ đường ống Nord Stream ngoài khơi Đan Mạch.,the-gioi,,
654,Học giả Trung Quốc tranh cãi về đường lối kinh tế ,"Hai nhà kinh tế hàng đầu Trung Quốc tranh luận gay gắt về đường lối phát triển kinh tế của đất nước, ngay trước thềm đại hội đảng.",the-gioi,,
655,Bão Ian càn quét Florida,Bão Ian quét qua Florida khiến ít nhất 13 người chết và gây thiệt hại nghiêm trọng về cơ sở hạ tầng.,the-gioi,,
656,Viện Mỹ nói Nga đối mặt thất bại ở thành phố đông Ukraine ,"Viện nghiên cứu Mỹ đánh giá lực lượng Nga có thể đối mặt thất bại tại thành phố Lyman ở Donetsk, miền đông Ukraine.",the-gioi,,
657,Nghị sĩ Mỹ kêu gọi trừng phạt các nước công nhận 4 vùng Nga sáp nhập ,Hai nghị sĩ Mỹ soạn dự luật kêu gọi trừng phạt bất kỳ quốc gia nào ủng hộ Nga sáp nhập 4 vùng ly khai ở Ukraine vào lãnh thổ.,the-gioi,,
658,Mỹ bắt ba người bị cáo buộc âm mưu bán tin cho Nga ,FBI thông báo phá hai vụ án chuyên gia mạng và bác sĩ quân y âm mưu bán thông tin tình báo cho Nga.,the-gioi,,
659,Dư luận Nga chia rẽ vì lệnh động viên ,"Trong khi nhiều người ở thành phố lớn tìm cách ra nước ngoài để né lệnh động viên, Ilya, sống ở vùng xa xôi tại Siberia, tình nguyện nhập ngũ.",the-gioi,,
660,Ông Biden nói Ian có thể là cơn bão chết chóc nhất ở Florida ,"Tổng thống Mỹ Biden cho biết Ian có thể là cơn bão chết chóc nhất trong lịch sử Florida, cam kết sẽ hỗ trợ bang này hồi phục hoàn toàn.",the-gioi,,
